iter	Quantile:alpha=0.5
686	0.4801461528
687	0.4801409588
688	0.480116972
689	0.4800866895
690	0.4800716638
691	0.48004093
692	0.4800340971
693	0.4799951865
694	0.4799864604
695	0.4799331204
696	0.4799171363
697	0.4799139066
698	0.4798897893
699	0.4798844268
700	0.4798775174
701	0.4798603723
702	0.479834374
703	0.4798246349
704	0.4797968539
705	0.4797612678
706	0.4797363654
707	0.4797178942
708	0.4796490149
709	0.479637373
710	0.4796157022
711	0.4795579698
712	0.4795389379
713	0.4795224316
714	0.4795031806
715	0.4794924116
716	0.4794387483
717	0.4794327445
718	0.4793922424
719	0.4793744673
720	0.4793661091
721	0.4793578355
722	0.4793223633
723	0.4793049567
724	0.4792689899
725	0.4792552891
726	0.4792507607
727	0.4792088218
728	0.4791777955
729	0.4791447471
730	0.4790963298
731	0.4790834872
732	0.4790529626
733	0.4790386881
734	0.4788477759
735	0.4788291697
736	0.4788102725
737	0.4787658673
738	0.4787509623
739	0.4787425814
740	0.4787144442
741	0.4787029028
742	0.4786811798
743	0.4786221866
744	0.4786104321
745	0.4785759904
746	0.4785473704
747	0.4784942576
748	0.4784670019
749	0.478441303
750	0.4782744925
751	0.4782608453
752	0.4782250711
753	0.4781652708
754	0.4781315661
755	0.4781268629
756	0.4781191427
757	0.4780984479
758	0.478059785
759	0.4780095086
760	0.4779718933
761	0.4778587339
762	0.4778403918
763	0.4778215166
764	0.4777752248
765	0.4777678432
766	0.4777459232
767	0.4777373053
768	0.4777162404
769	0.4776700567
770	0.4776667533
771	0.4776473387
772	0.4775999202
773	0.4775476311
774	0.477537959
775	0.4774814329
776	0.4774629071
777	0.477426774
778	0.4773836579
779	0.4773562438
780	0.4773375689
781	0.4772807114
782	0.4772651283
783	0.4772292516
784	0.4771739678
785	0.4770869816
786	0.4770705752
787	0.4770479881
788	0.4770385952
789	0.4769227702
790	0.4769145462
791	0.4768668136
792	0.4768251264
793	0.4767913452
794	0.4767825615
795	0.4767593077
796	0.4767507748
797	0.4767147907
798	0.4767077827
799	0.4766806554
800	0.476650807
801	0.4766443989
802	0.4766249124
803	0.4766178892
804	0.4765934233
805	0.476583803
806	0.4765745383
807	0.4765503679
808	0.4765266638
809	0.4765060852
810	0.4763857594
811	0.4763508283
812	0.4763358897
813	0.4763170197
814	0.4763074591
815	0.4762907988
816	0.4762799571
817	0.4762572999
818	0.4762474936
819	0.4761933956
820	0.4761772778
821	0.4761530197
822	0.4761281328
823	0.4761205499
824	0.4761112342
825	0.4760979648
826	0.4760765592
827	0.4760642975
828	0.4760319383
829	0.4760008129
830	0.4759522906
831	0.4759369463
832	0.4759317617
833	0.4758567429
834	0.4758478833
835	0.4758377742
836	0.4758129115
837	0.4757665781
838	0.4757244163
839	0.4756731807
840	0.4756620318
841	0.4756428732
842	0.4756071415
843	0.4755743479
844	0.4755414145
845	0.4755258588
846	0.4755065649
847	0.4754806653
848	0.4754645221
849	0.4753228784
850	0.4752966251
851	0.4752295988
852	0.475223079
853	0.475182323
854	0.4751504652
855	0.475139145
856	0.4750897063
857	0.4750742637
858	0.4750670296
859	0.4750509474
860	0.4750369105
861	0.4750252075
862	0.4749960073
863	0.4749483002
864	0.4749092043
865	0.4748827882
866	0.4748732449
867	0.4748296117
868	0.4747909016
869	0.4747753965
870	0.4747628281
871	0.474711514
872	0.4746950763
873	0.4746747179
874	0.4746464188
875	0.474632402
876	0.4746070259
877	0.4745493285
878	0.474533468
879	0.4745043067
880	0.4744917765
881	0.4744754198
882	0.4744475329
883	0.4744333336
884	0.4744088767
885	0.4744045221
886	0.4743752299
887	0.4743447968
888	0.4743184752
889	0.4742489998
890	0.4742261881
891	0.4742108203
892	0.4741387908
893	0.4741048886
894	0.4740783457
895	0.4740598199
896	0.4740356868
897	0.4740041823
898	0.4739068708
899	0.473884876
900	0.4738726309
901	0.4738379643
902	0.4738184865
903	0.4737817364
904	0.4737518321
905	0.4737457035
906	0.4737123964
907	0.4736978631
908	0.4736723834
909	0.4736540937
910	0.4736195594
911	0.473606992
912	0.4735726207
913	0.4735240156
914	0.4734965465
915	0.4734872209
916	0.4734690362
917	0.4734115737
918	0.4733772243
919	0.4733668672
920	0.4733523198
921	0.4732955264
922	0.4732807002
923	0.4732388256
924	0.4732252187
925	0.4731960837
926	0.4731765785
927	0.4731340172
928	0.4730992495
929	0.4730574026
930	0.4730383758
931	0.4730283968
932	0.4730186945
933	0.4729430321
934	0.4729286627
935	0.4729239846
936	0.4729075453
937	0.4729017806
938	0.4728865616
939	0.472818605
940	0.4727989615
941	0.4727866071
942	0.4727720072
943	0.4727566785
944	0.4727408718
945	0.4727128444
946	0.4726754577
947	0.4726463931
948	0.4725894395
949	0.4725687556
950	0.4725564849
951	0.4725430188
952	0.4725314999
953	0.4725174556
954	0.4725043892
955	0.4724798108
956	0.4724619905
957	0.4724414503
958	0.47241991
959	0.4723893447
960	0.4723770546
961	0.4723474736
962	0.4723226617
963	0.4723141267
964	0.4723055855
965	0.4722998963
966	0.47228231
967	0.4722657974
968	0.4722398798
969	0.4721933218
970	0.4721757941
971	0.4721576972
972	0.4721531205
973	0.4721311168
974	0.4720942112
975	0.4720579804
976	0.4720444991
977	0.4720301972
978	0.4720009898
979	0.4719921252
980	0.4719753057
981	0.4719419594
982	0.4719199301
983	0.4718991065
984	0.4718787738
985	0.4718706147
986	0.4718485342
987	0.4718427816
988	0.4718260464
989	0.4718087744
990	0.4717924573
991	0.4717557392
992	0.4717351208
993	0.4717251859
994	0.4717136906
995	0.4717017703
996	0.4716829335
997	0.4716621072
998	0.4716555606
999	0.4716324489
